Lattice	 Distance	 Free energy
4.830000	3.381918	-140.19856387
4.840000	3.381920	-140.39988129
4.850000	3.381931	-140.5905444
4.860000	3.381946	-140.76978099
4.870000	3.381972	-140.93842106
4.880000	3.382014	-141.09602373
4.890000	3.381866	-141.24334726
4.900000	3.381926	-141.38018134
4.910000	3.381979	-141.50691694
4.920000	3.382032	-141.62342667
4.930000	3.382256	-141.73004341
4.940000	3.382298	-141.82693558
4.950000	3.382342	-141.91403978
4.960000	3.382386	-141.99192526
4.970000	3.382430	-142.060318
4.980000	3.382474	-142.11966116
4.990000	3.382519	-142.16990287
5.000000	3.382564	-142.21139847
5.010000	3.382611	-142.2439866
5.020000	3.382658	-142.26840854
5.030000	3.382704	-142.28414581
5.040000	3.382753	-142.29178375
5.050000	3.382802	-142.29112503
5.060000	3.382853	-142.28243772
5.070000	3.382924	-142.26604422
5.080000	3.382966	-142.24169641
5.090000	3.383008	-142.20995843
5.100000	3.383052	-142.17076512
5.110000	3.383095	-142.12403666
5.120000	3.383139	-142.07023156
5.130000	3.383193	-142.00927588
5.140000	3.383242	-141.94110358
5.150000	3.383299	-141.8661689
5.160000	3.383351	-141.78454053
5.170000	3.383415	-141.6962646
5.180000	3.383464	-141.6013852
5.190000	3.383531	-141.50008571
5.200000	3.383591	-141.39224518
