Lattice	 Free energy
5.168999729659985	-61.10192416
5.168999729659985	-67.90772051
5.168999729659985	-67.9077049
5.168999729659985	-67.90774422
5.168999729659985	-67.90775616
5.168999729659985	-67.90773076
5.168999729659985	-67.90772552
5.168999729659985	-67.90771562
5.168999729659985	-67.90773356
5.168999729659985	-67.90771494
5.168999729659985	-67.90773581
5.168999729659985	-67.81269123
5.168999729659985	-67.90773055
5.168999729659985	-67.9077334
5.168999729659985	-67.90773443
5.168999729659985	-67.90772482
5.168999729659985	-67.90773421
5.168999729659985	-67.90772807
5.168999729659985	-67.90772621
5.168999729659985	-67.90772824
5.168999729659985	-67.9077236
5.168999729659985	-67.90772793
5.168999729659985	-67.90023506
5.168999729659985	-67.90772554
5.168999729659985	-67.90772628
5.168999729659985	-67.90772826
5.168999729659985	-67.90772834
5.168999729659985	-67.90772542
5.168999729659985	-67.90673752
5.168999729659985	-67.90758217
