Lattice	 Free energy
2.400	-74.06626751
2.410	-74.19480369
2.420	-74.30092343
2.430	-74.38558505
2.440	-74.44907797
2.450	-74.49233681
2.460	-74.5159959
2.470	-74.52070472
2.480	-74.50706571
2.490	-74.47566548
2.500	-74.42715937
