Lattice	 Free energy
2.400	-74.06626751
2.410	-74.19480369
2.420	-74.30092343
2.430	-74.38558505
2.440	-74.44907797
2.450	-74.49233681
2.460	-74.5159959
2.464	-74.52019337
2.465	-74.52066428
2.466	-74.52105276
2.467	-74.521259
2.468	-74.52121015
2.469	-74.52105064
2.470	-74.52070472
2.471	-74.52015526
2.480	-74.50706571
2.490	-74.47566548
2.500	-74.42715937
