Lattice	 Distance	 Free energy
4.900	3.300	-127.00670801
4.900	3.350	-127.00681813
4.900	3.400	-127.00674231
4.900	3.450	-127.00676987
4.900	3.500	-127.00675039
4.950	3.300	-126.7034565
4.950	3.350	-126.7037115
4.950	3.400	-126.70376304
4.950	3.450	-126.70375016
4.950	3.500	-126.70382254
5.000	3.300	-126.23055735
5.000	3.350	-126.23058904
5.000	3.400	-126.23043794
5.000	3.450	-126.23033044
5.000	3.500	-126.23065676
5.050	3.300	-125.6016999
5.050	3.350	-125.60192224
5.050	3.400	-125.60188926
5.050	3.450	-125.6018649
5.050	3.500	-125.60187529
5.100	3.300	-124.83136444
5.100	3.350	-124.83158898
5.100	3.400	-124.83165345
5.100	3.450	-124.83156839
5.100	3.500	-124.83160706
